tweetid,sentiment,followers_count,favourites_count,verified,statuses_count,timestamp_ms,text,party,borough,av_sent_party,av_sent_borough,max_sent_borough,min_sent_borough
4280,0.6597,3646,105046,0,173209,1525186806079,#The3MillionVote Camden @TheGreenParty candidate Kirsten de Keyser (@kdkwifi) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/bUonF0oXjm,The Green Party,Camden,0.67070625,0.447579487179487,0.8114,-0.5983
4353,0.6597,4546,198154,0,167680,1525186915754,#The3MillionVote Camden @TheGreenParty candidate Kirsten de Keyser (@kdkwifi) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/bUonF0oXjm,The Green Party,Camden,0.67070625,0.447579487179487,0.8114,-0.5983
28074,0.6597,34,266,0,386,1525215433708,#The3MillionVote Camden @TheGreenParty candidate Kirsten de Keyser (@kdkwifi) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/bUonF0oXjm,The Green Party,Camden,0.67070625,0.447579487179487,0.8114,-0.5983
23405,0.6597,553,8626,0,7652,1525209737788,#The3MillionVote Camden @TheGreenParty candidate Kirsten de Keyser (@kdkwifi) pledges to support EU citizens locally throughout the Brexit process.  #LE2018  Are you a local candidate? You too can pledge to support EU citizens locally here: https://t.co/Ls2AL4viVn https://t.co/bUonF0oXjm,The Green Party,Camden,0.67070625,0.447579487179487,0.8114,-0.5983
24363,0.7783,2033,0,0,199628,1525210666528,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
24169,0.7783,893,928,0,9212,1525210461013,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
24727,0.7783,1147,2749,0,45708,1525211033393,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
24362,0.7783,933555,4270,1,27520,1525210666107,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
24976,0.7783,299,18935,0,38377,1525211296790,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
25283,0.7783,2050,37719,0,175310,1525211644050,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
24564,0.7184,1114,737,0,5460,1525210866333,Great to have @JohnHealey_MP in #NewAddington today along with @LabourSJ and leader of #croydon Council @CllrTony to see progress with new community and leisure centre and speak with residents about installing sprinklers in High Rise blocks. #VoteLabour #ForTheManyNotTheFew https://t.co/kv50TMGCdi,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
24494,0.7184,893,928,0,9213,1525210787263,Great to have @JohnHealey_MP in #NewAddington today along with @LabourSJ and leader of #croydon Council @CllrTony to see progress with new community and leisure centre and speak with residents about installing sprinklers in High Rise blocks. #VoteLabour #ForTheManyNotTheFew https://t.co/kv50TMGCdi,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
24859,0.7184,122,527,0,483,1525211145288,Great to have @JohnHealey_MP in #NewAddington today along with @LabourSJ and leader of #croydon Council @CllrTony to see progress with new community and leisure centre and speak with residents about installing sprinklers in High Rise blocks. #VoteLabour #ForTheManyNotTheFew https://t.co/kv50TMGCdi,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
24386,0.7783,2883,505,0,7330,1525210690996,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
24601,0.7783,20,49,0,10439,1525210911110,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
20213,0,55,131,0,86,1525206396004,With boundary changes now in effect and Labour looking to consolidate council control  #Croydon's #LocalElections2018 could be pivotal reports @EdSheridan5 https://t.co/JmaByHXKOn https://t.co/cdJZsZG5x8,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
20277,0.8353,254,9479,0,3891,1525206482468,Brilliant to be back here with the Croydon community - speaking to local residents about how a vote for Labour on Thursday is a vote for safer streets  cleaner air and more genuinely affordable homes to buy and rent.   Just over 72 hours to go!!  #LabourDoorstep #VoteLabour ?? https://t.co/ufpEeyVCFH,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
28102,0.8353,48,896,0,505,1525215494904,Brilliant to be back here with the Croydon community - speaking to local residents about how a vote for Labour on Thursday is a vote for safer streets  cleaner air and more genuinely affordable homes to buy and rent.   Just over 72 hours to go!!  #LabourDoorstep #VoteLabour ?? https://t.co/ufpEeyVCFH,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
27744,0.7783,111,1732,0,1193,1525214933237,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
27206,0.7783,177,3769,0,1164,1525214116364,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
26950,0.5093,171,332,0,2046,1525213765167,Second day of campigning in a row ??  Managed to get to Sadiq Khan’s rally just in time  after canvassing nearby!  #VoteLabour @CroydonYL @CroydonLabour @SadiqKhan https://t.co/VKGns2Rz8z,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
26442,0.9324,3290,105830,0,130874,1525213084408,Croydon turns out for our fantastic #London mayor @SadiqKhan His victory  along with our fabulous MP's @LabourSJ shows our town is positive &amp; ambitious for the future. Your Labour council are building a Croydon #ForTheManyNotTheFew Vote Labour on Thursday to build on it! #LE2018 https://t.co/6iOT6yMl0e,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
30030,0.7783,1951,118042,0,234667,1525247846094,Great to have the support of @SadiqKhan as he visited @CroydonLabour in @BoxparkCroydon yesterday evening. #VoteLabour https://t.co/dF7a8niQQF,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
33738,0.9324,8192,3156,1,6458,1525250706850,Croydon turns out for our fantastic #London mayor @SadiqKhan His victory  along with our fabulous MP's @LabourSJ shows our town is positive &amp; ambitious for the future. Your Labour council are building a Croydon #ForTheManyNotTheFew Vote Labour on Thursday to build on it! #LE2018 https://t.co/6iOT6yMl0e,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
33740,0.9324,4999,0,0,562133,1525250707222,Croydon turns out for our fantastic #London mayor @SadiqKhan His victory  along with our fabulous MP's @LabourSJ shows our town is positive &amp; ambitious for the future. Your Labour council are building a Croydon #ForTheManyNotTheFew Vote Labour on Thursday to build on it! #LE2018 https://t.co/6iOT6yMl0e,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
1675,0.5093,241,451,0,635,1525182468089,Second day of campigning in a row ??  Managed to get to Sadiq Khan’s rally just in time  after canvassing nearby!  #VoteLabour @CroydonYL @CroydonLabour @SadiqKhan https://t.co/VKGns2Rz8z,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
1648,0.9324,241,448,0,632,1525182423769,Croydon turns out for our fantastic #London mayor @SadiqKhan His victory  along with our fabulous MP's @LabourSJ shows our town is positive &amp; ambitious for the future. Your Labour council are building a Croydon #ForTheManyNotTheFew Vote Labour on Thursday to build on it! #LE2018 https://t.co/6iOT6yMl0e,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
569,0.8353,141,2813,0,3575,1525180762786,Brilliant to be back here with the Croydon community - speaking to local residents about how a vote for Labour on Thursday is a vote for safer streets  cleaner air and more genuinely affordable homes to buy and rent.   Just over 72 hours to go!!  #LabourDoorstep #VoteLabour ?? https://t.co/ufpEeyVCFH,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
974,0.4497,200,20122,0,1720,1525181421429,I mean  obviously #VoteLabour but when you do  be sure to know where you need to be to do so #Croydon #forthemany #rizeup #WeRiseTogether https://t.co/Lh3bMdUN6H,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
48843,0.7717,2841,18,0,121,1525262983797,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
48631,0.9001,48,31,0,18,1525262818462,Thanks to the over 15k who have taken a look at our #pride in Croydon video  @CroydonLabour are proud to be building affordable homes  investing in our parks  supporting the arts and working hard to make every street cleaner &amp; safer  Vote Labour on May 3rd https://t.co/WNuGD91YRq,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
217,0.5093,6,10,0,5,1525180226508,Second day of campigning in a row ??  Managed to get to Sadiq Khan’s rally just in time  after canvassing nearby!  #VoteLabour @CroydonYL @CroydonLabour @SadiqKhan https://t.co/VKGns2Rz8z,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
46402,0.7717,1261,23337,0,10484,1525261181521,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
46135,0.7717,751,762,0,21565,1525261005898,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
46603,0.7717,340,13037,0,7548,1525261302022,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
47854,0.7717,1686,12511,0,97089,1525262229160,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
6614,0.9324,656,756,0,896,1525189976997,Croydon turns out for our fantastic #London mayor @SadiqKhan His victory  along with our fabulous MP's @LabourSJ shows our town is positive &amp; ambitious for the future. Your Labour council are building a Croydon #ForTheManyNotTheFew Vote Labour on Thursday to build on it! #LE2018 https://t.co/6iOT6yMl0e,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
8890,0.8353,2,0,0,10,1525193847811,Brilliant to be back here with the Croydon community - speaking to local residents about how a vote for Labour on Thursday is a vote for safer streets  cleaner air and more genuinely affordable homes to buy and rent.   Just over 72 hours to go!!  #LabourDoorstep #VoteLabour ?? https://t.co/ufpEeyVCFH,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
8787,0.9324,1,0,0,8,1525193748854,Croydon turns out for our fantastic #London mayor @SadiqKhan His victory  along with our fabulous MP's @LabourSJ shows our town is positive &amp; ambitious for the future. Your Labour council are building a Croydon #ForTheManyNotTheFew Vote Labour on Thursday to build on it! #LE2018 https://t.co/6iOT6yMl0e,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
8829,0.8353,1,0,0,9,1525193760300,Brilliant to be back here with the Croydon community - speaking to local residents about how a vote for Labour on Thursday is a vote for safer streets  cleaner air and more genuinely affordable homes to buy and rent.   Just over 72 hours to go!!  #LabourDoorstep #VoteLabour ?? https://t.co/ufpEeyVCFH,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
9393,0.9324,435,74,0,5533,1525194605872,Croydon turns out for our fantastic #London mayor @SadiqKhan His victory  along with our fabulous MP's @LabourSJ shows our town is positive &amp; ambitious for the future. Your Labour council are building a Croydon #ForTheManyNotTheFew Vote Labour on Thursday to build on it! #LE2018 https://t.co/6iOT6yMl0e,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
12774,0.8353,112,500,0,2043,1525198802288,Brilliant to be back here with the Croydon community - speaking to local residents about how a vote for Labour on Thursday is a vote for safer streets  cleaner air and more genuinely affordable homes to buy and rent.   Just over 72 hours to go!!  #LabourDoorstep #VoteLabour ?? https://t.co/ufpEeyVCFH,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
43035,0.7717,25,25,0,131,1525258755368,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
42235,0.7717,906,14,0,2932,1525258015670,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
35185,0,2490,871,0,12306,1525251927584,With boundary changes now in effect and Labour looking to consolidate council control  #Croydon's #LocalElections2018 could be pivotal reports @EdSheridan5 https://t.co/JmaByHXKOn https://t.co/cdJZsZG5x8,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
41652,0.7717,3640,5,0,49,1525257466310,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
41871,0.7717,4511,185,0,7182,1525257696633,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
41872,0.7717,2040,0,0,200099,1525257696934,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
41954,0.7717,537,4286,0,6125,1525257766570,Tomorrow sees local elections in #Waddon. If cats could vote  I'd re-elect @CroydonLabour's councillors Robert Canning  Andrew Pelling &amp; Joy Prince. Their experience  local knowledge and proven track record offers the strongest voice for #Waddon residents. #CleverCat #VoteLabour https://t.co/HeoCfulr2R,Labour,Croydon,0.747144444444444,0.699322222222222,0.9324,-0.4678
10449,0.6808,67,284,0,562,1525196072691,Cynical Sutton LibDem uses London Marathon entry to boost election hopes in 2017 (and fails) — then doesn’t turn up as promised in 2018. Odd that. Shame for the Diabetes charity. Wonder how the other election-boosting charity is going? @InsideCroydon https://t.co/kFKZumrCHy,Liberal Democrats,Croydon,0.6808,0.699322222222222,0.9324,-0.4678
11161,0.6808,154,2506,0,1376,1525197024223,Cynical Sutton LibDem uses London Marathon entry to boost election hopes in 2017 (and fails) — then doesn’t turn up as promised in 2018. Odd that. Shame for the Diabetes charity. Wonder how the other election-boosting charity is going? @InsideCroydon https://t.co/kFKZumrCHy,Liberal Democrats,Croydon,0.6808,0.699322222222222,0.9324,-0.4678
9641,0.6808,474,6850,0,6402,1525194923518,Cynical Sutton LibDem uses London Marathon entry to boost election hopes in 2017 (and fails) — then doesn’t turn up as promised in 2018. Odd that. Shame for the Diabetes charity. Wonder how the other election-boosting charity is going? @InsideCroydon https://t.co/kFKZumrCHy,Liberal Democrats,Croydon,0.6808,0.699322222222222,0.9324,-0.4678
8106,0.6808,643,11179,0,24164,1525192234303,Cynical Sutton LibDem uses London Marathon entry to boost election hopes in 2017 (and fails) — then doesn’t turn up as promised in 2018. Odd that. Shame for the Diabetes charity. Wonder how the other election-boosting charity is going? @InsideCroydon https://t.co/kFKZumrCHy,Liberal Democrats,Croydon,0.6808,0.699322222222222,0.9324,-0.4678
1918,0.6808,701,632,0,5103,1525182828931,Cynical Sutton LibDem uses London Marathon entry to boost election hopes in 2017 (and fails) — then doesn’t turn up as promised in 2018. Odd that. Shame for the Diabetes charity. Wonder how the other election-boosting charity is going? @InsideCroydon https://t.co/kFKZumrCHy,Liberal Democrats,Croydon,0.6808,0.699322222222222,0.9324,-0.4678
36183,-0.4678,2136,37147,0,6537,1525252791900,@TheGreenParty could you please tell me what the differences are between your 3 candidates in the Croydon local elections? I've looked at your local manifesto  but am struggling to find more info than that. #LocalElections2018,The Green Party,Croydon,-0.4678,0.699322222222222,0.9324,-0.4678
9257,0.4019,84,2400,0,5630,1525194406741,#Croydon #Surrey #London @croydon_ukip @UKIP says: Support Dan #Heaton  @UKIP #NewAddington candidate #LocalElections2018 #LocalElection2018 #LocalElections 2018. #Brexit now. Below r/t by @PaulJamesOakley #UKIP #UK #England #LocalElections2018 #LocalElection2018 #London #GB https://t.co/7yO5kLszGz,UKIP,Croydon,0.4019,0.699322222222222,0.9324,-0.4678
12041,0.4019,1291,13455,0,7533,1525197994495,#Croydon #Surrey #London @croydon_ukip @UKIP says: Support Dan #Heaton  @UKIP #NewAddington candidate #LocalElections2018 #LocalElection2018 #LocalElections 2018. #Brexit now. Below r/t by @PaulJamesOakley #UKIP #UK #England #LocalElections2018 #LocalElection2018 #London #GB https://t.co/7yO5kLszGz,UKIP,Croydon,0.4019,0.699322222222222,0.9324,-0.4678
24947,0.4019,677,26874,0,39507,1525211267732,#Croydon #Surrey #London @croydon_ukip @UKIP says: Support Dan #Heaton  @UKIP #NewAddington candidate #LocalElections2018 #LocalElection2018 #LocalElections 2018. #Brexit now. Below r/t by @PaulJamesOakley #UKIP #UK #England #LocalElections2018 #LocalElection2018 #London #GB https://t.co/7yO5kLszGz,UKIP,Croydon,0.4019,0.699322222222222,0.9324,-0.4678
25255,0.8779,501,3746,0,4328,1525211622773,Great to be out in #Ealingbroadway today supporting my friends @SeemaStk @sarawestlondon @EalingTories @ECATories Decent response from local residents as we enter final week before #LE2018 @Conservative @MCA_Tories  #MCAOnTour #ToryCanvass @ToryCanvass #voteconservative https://t.co/zy6B18SsIi,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
25743,0.8779,145,266,0,323,1525212216281,Great to be out in #Ealingbroadway today supporting my friends @SeemaStk @sarawestlondon @EalingTories @ECATories Decent response from local residents as we enter final week before #LE2018 @Conservative @MCA_Tories  #MCAOnTour #ToryCanvass @ToryCanvass #voteconservative https://t.co/zy6B18SsIi,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
22662,0.1926,47,27,0,319,1525209078876,@fordnation Is @fordnation trying to pull off a Tim Hudak or John Tory faux pas just a month before the election?  Surely  Fords advisors have given him some guidance or or we dealing with a guy who speaks before he thinks? Stick to the script and don’t m,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
17173,0.7425,116,90,0,2747,1525203237540,Having spent time campaigning with @JKDabrowska @BarryHartness @TimRobinPatten   I can't think of three more pleasant  conscientious and diligent people to represent the residents of #ealingcommon. Give them your support this Thursday. #VoteConservative #CleanUpEaling https://t.co/Wa9Mhcxt6H,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
18073,0.8779,153,1815,0,378,1525204212165,Great to be out in #Ealingbroadway today supporting my friends @SeemaStk @sarawestlondon @EalingTories @ECATories Decent response from local residents as we enter final week before #LE2018 @Conservative @MCA_Tories  #MCAOnTour #ToryCanvass @ToryCanvass #voteconservative https://t.co/zy6B18SsIi,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
18170,0.8779,269,367,0,263,1525204326528,Great to be out in #Ealingbroadway today supporting my friends @SeemaStk @sarawestlondon @EalingTories @ECATories Decent response from local residents as we enter final week before #LE2018 @Conservative @MCA_Tories  #MCAOnTour #ToryCanvass @ToryCanvass #voteconservative https://t.co/zy6B18SsIi,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
14814,0.4939,724,19762,0,13943,1525200775691,Cold #ToryCanvass evening in #Ealing Common for our top candidates @JKDabrowska @BarryHartness @TimRobinPatten Great reception for @EalingTories @Conservatives from local residents who were cleaning up the dumped litter on their road #CleanUpEaling #LE2018 https://t.co/YKrA9qTGR0,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
4962,0.296,255150,497,1,115220,1525187855700,Conservative activists attempting to create doubt about election integrity are back. "ACRU" is appealing federal judge's ruling that it didn't prove its case against @BrowardVotes Elections Supervisor Brenda Snipes. https://t.co/vSX90muLp3,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
6138,0.7425,2624,4932,0,7750,1525189619470,Having spent time campaigning with @JKDabrowska @BarryHartness @TimRobinPatten   I can't think of three more pleasant  conscientious and diligent people to represent the residents of #ealingcommon. Give them your support this Thursday. #VoteConservative #CleanUpEaling https://t.co/Wa9Mhcxt6H,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
44409,-0.7906,2651,4840,0,29111,1525259917556,Corbyn reaches a bellowing crescendo ahead of local elections in England  stealing the PM’s attack line: “with the Tories  you pay more and get less” #PMQs,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
40620,-0.4939,2211,2351,0,8637,1525256546580,Away from the local elections for a second (but not that far because it affects our community directly) - today the Tory government is whipping its MPs to vote against revealing documents that would explain the truth behind the Windrush scandal and hostile environment.,Conservative,Ealing,0.426781818181818,0.471733333333333,0.9354,-0.8977
42238,0.6808,2740,64,0,1999,1525258018158,We know our communities prosper when we work together. A vote for Labour tomorrow is a vote for every citizen of Ealing's hospitals  policing  street cleaning and local services. Vote Labour tomorrow and help us build a better Ealing for the many  not the few. #VoteLabour https://t.co/VqTWaeLSNz,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
42299,0.6808,548,21,0,516,1525258073569,We know our communities prosper when we work together. A vote for Labour tomorrow is a vote for every citizen of Ealing's hospitals  policing  street cleaning and local services. Vote Labour tomorrow and help us build a better Ealing for the many  not the few. #VoteLabour https://t.co/VqTWaeLSNz,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
42239,0.6808,1536,0,0,128153,1525258018889,We know our communities prosper when we work together. A vote for Labour tomorrow is a vote for every citizen of Ealing's hospitals  policing  street cleaning and local services. Vote Labour tomorrow and help us build a better Ealing for the many  not the few. #VoteLabour https://t.co/VqTWaeLSNz,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
42240,0.6808,2040,0,0,200107,1525258018891,We know our communities prosper when we work together. A vote for Labour tomorrow is a vote for every citizen of Ealing's hospitals  policing  street cleaning and local services. Vote Labour tomorrow and help us build a better Ealing for the many  not the few. #VoteLabour https://t.co/VqTWaeLSNz,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
41153,0.8271,2081,9926,0,8475,1525257024281,#labour are definitely the party I trust with Ealing's stationery budget. ?????? #LE2018 https://t.co/AYUA4toTi4,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
42561,0.6808,230,8792,0,14844,1525258326770,We know our communities prosper when we work together. A vote for Labour tomorrow is a vote for every citizen of Ealing's hospitals  policing  street cleaning and local services. Vote Labour tomorrow and help us build a better Ealing for the many  not the few. #VoteLabour https://t.co/VqTWaeLSNz,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
42550,0.6808,4029,87,0,78802,1525258319486,We know our communities prosper when we work together. A vote for Labour tomorrow is a vote for every citizen of Ealing's hospitals  policing  street cleaning and local services. Vote Labour tomorrow and help us build a better Ealing for the many  not the few. #VoteLabour https://t.co/VqTWaeLSNz,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
42935,0.2946,434,2453,0,8591,1525258652130,My letter in today’s @M_Star_Online: “@UKLabour offers only real hope of healing this broken country #ForTheMany - not the few.” Good luck tomorrow!  @Lisabcarlisle &amp; @CalvinRodgerson  @LabourRichard &amp; @labourcfs PLS RETWEET #LocalElections2018 #labourdoorstep https://t.co/oYlXELiZUr,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
43215,0.2946,81,438,0,410,1525258889249,My letter in today’s @M_Star_Online: “@UKLabour offers only real hope of healing this broken country #ForTheMany - not the few.” Good luck tomorrow!  @Lisabcarlisle &amp; @CalvinRodgerson  @LabourRichard &amp; @labourcfs PLS RETWEET #LocalElections2018 #labourdoorstep https://t.co/oYlXELiZUr,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
43000,0.6808,1548,10597,0,20012,1525258720561,We know our communities prosper when we work together. A vote for Labour tomorrow is a vote for every citizen of Ealing's hospitals  policing  street cleaning and local services. Vote Labour tomorrow and help us build a better Ealing for the many  not the few. #VoteLabour https://t.co/VqTWaeLSNz,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
43032,0.2946,2058,5385,0,15221,1525258750955,My letter in today’s @M_Star_Online: “@UKLabour offers only real hope of healing this broken country #ForTheMany - not the few.” Good luck tomorrow!  @Lisabcarlisle &amp; @CalvinRodgerson  @LabourRichard &amp; @labourcfs PLS RETWEET #LocalElections2018 #labourdoorstep https://t.co/oYlXELiZUr,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
43938,0.6808,1326,526,0,13572,1525259548822,We know our communities prosper when we work together. A vote for Labour tomorrow is a vote for every citizen of Ealing's hospitals  policing  street cleaning and local services. Vote Labour tomorrow and help us build a better Ealing for the many  not the few. #VoteLabour https://t.co/VqTWaeLSNz,Labour,Ealing,0.484095,0.471733333333333,0.9354,-0.8977
