tweetid,sentiment,followers_count,favourites_count,verified,statuses_count,timestamp_ms,text,borough,party
286,0.4559,2763,50184,False,34970,1525180343286,Make sure you go out and vote today! Local elections matter just as much as our federal elections! Find your local polling place here https://t.co/clynD1cDBx #GOTV #Tennessee https://t.co/mkENs6gPdR,NULL,NULL
287,0,61,6,False,8789,1525180343412,Local elections 2018: Cable on Liberal Democrat campaign https://t.co/aWwbv8uIT3 #IHeartPolitics,NULL,NULL
288,0,248,4995,False,30210,1525180347642,"we're just days away from the local elections. here's five reasons to vote for me, and more widely @KingstonLibDems, in the @RBKingston elections on May 3rd. https://t.co/8RhENCIL6Q",NULL,NULL
289,0.964,1029,23966,False,36539,1525180347607,@Terry_Mitchell Absolutely! Abbott is wonderful &amp; so brave + strong - she gives me hope &amp; the courage to keep fighting for a better world in my own little way :-) #VoteLabour #ToriesOut,NULL,NULL
290,0,81671,2427,True,124679,1525180354645,Democratic candidates for "spare tire" job make their pitch
https://t.co/2KOtW6q6fh,NULL,NULL
291,0.2146,1659,7143,False,11093,1525180355620,Don't forget to vote in your local elections this Thursday if there is one in your area (you can check here: https://t.co/bikJSo5OEr). 
Council elections are incredibly important yet consistently have a lower turn out; make your mark!,NULL,NULL
292,0,935,5932,False,7440,1525180355849,Vote by ambedell
@UKLabour @Jezza4_PM @JeremyCorbyn4PM
#VoteLabour #Labour
#JeremyCorbyn

https://t.co/579hsDJUlU,NULL,NULL
293,0.7019,548,1262,False,3815,1525180360812,2 days LEFT! https://t.co/osqQg0LcMS  rocket launching on 3rd of May. 20000 whitelist registrations already. THIS will be HUGE! Join us at https://t.co/osqQg0LcMS  #ico #start #Preico #rocket #launching #May3rd,NULL,NULL
294,0.296,3228,49068,False,196553,1525180362332,"If #Labour does not do all that well in the London #localelections, the expulsion of #MarcWadsworth @Marcwads will be the reason why. Whether or not those 50 white MPs know who he is or why he matters, a lot of otherwise Labour-inclined #London voters do. https://t.co/Q50ebtlcZ4",NULL,NULL
295,-0.9032,1335,7951,False,16254,1525180362596,"From the crises in our schools, NHS and housing, to cuts to youth services and the Windrush scandal, the Tories are failing the people of our country.

#VoteLabour on Thursday to send this heartless Government an unmistakable message. https://t.co/TUCvdIcglg",NULL,NULL
296,0.6892,14189,33182,False,30850,1525180363903,The polls are open! I hope you’ll join Tennesseans across the state and exercise your right to vote! Find your local polling location &gt;&gt;https://t.co/ZWa38UpSiv,NULL,NULL
297,-0.1779,454,10524,False,24735,1525180363938,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
298,0,764,108192,False,35651,1525180365437,"Local government expert, Ingrid Koehler, explains to the BBC why your vote at these local elections will make a difference to your community. https://t.co/ZXGd0j6Apf",NULL,NULL
299,0,459,66,False,816,1525180365720,Find out about our #LibDem candidates for the #LocalElections2018 in #Plymouth 

https://t.co/jp7Xmd1k9r,NULL,NULL
300,0.7019,1859,5002,False,5337,1525180366068,2 days LEFT! 
https://t.co/D1XROPKegB  rocket launching on 3rd of May. 
20000 whitelist registrations already. 
THIS will be HUGE! 
Join us at https://t.co/Qn113qt4Ax   
#ico #start #Preico #rocket #launching #May3rd https://t.co/9y5WAPsYDz,NULL,NULL
301,-0.2023,3313,23232,False,23105,1525180368563,Remember the school teachers feeding hungry malnourished kids 
Remember those people who died on hospital trolleys in corridors 
Remember the #Windrush generation 
Remember the homeless stripped of their sleeping bags 

Then vote wisely.    

#LocalElections #LocalElections2018,NULL,NULL
302,0.4019,115,2520,False,1644,1525180371478,"Today I am invited on to BBC 2’s Daily Politics at 12pm, and this evening on LBC’s Iain Dale Show at 6pm. To talk about the local elections (so I am told), and hopefully Brexit.",NULL,NULL
303,0.0772,339,13014,False,7530,1525180372581,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
304,0.7019,16109,4120,False,87696,1525180373013,2 days LEFT! https://t.co/osqQg0LcMS  rocket launching on 3rd of May. 20000 whitelist registrations already. THIS will be HUGE! Join us at https://t.co/osqQg0LcMS  #ico #start #Preico #rocket #launching #May3rd,NULL,NULL
305,0.9158,31112,3256,True,5022,1525180373529,It’s our last Tuesday night canvass of this fantastic campaign! 

Thanks to everyone who has canvassed with us in #Earlsfield since November. 

It’d be great see you all again for one last session! We’re meeting at 6.30pm. 

#WandsworthLabourGain
#LabourDoorstep
#VoteLabour https://t.co/1THJb4Y1tH,NULL,NULL
306,0.6597,3112,8720,False,13205,1525180373870,"@JamesMelville @18ClarendonSq In 2014 UKIP managed to take 150 seats off both Labour and Tory Parties in local elections. Because of that vote David Cameron gave us the EU Referendum in 2016. If UKIP can do it, so can Remain. #ABTV send both parties a message - if you don’t back remain, I won’t vote for you.",NULL,NULL
307,0.9158,4984,0,False,561127,1525180373869,It’s our last Tuesday night canvass of this fantastic campaign! 

Thanks to everyone who has canvassed with us in #Earlsfield since November. 

It’d be great see you all again for one last session! We’re meeting at 6.30pm. 

#WandsworthLabourGain
#LabourDoorstep
#VoteLabour https://t.co/1THJb4Y1tH,NULL,NULL
308,0.6689,187,7397,False,3191,1525180375652,"How we’re fighting to turn the last Tory council in Greater Manchester red"

This seems like a thoroughly worthwhile aim! https://t.co/Sc1T3ho9Me

#ForTheMany #LocalElections2018 #VoteLabourMay3,NULL,NULL
309,0.8176,38,3052,False,4327,1525180376850,RT @HackneyAbbott: Happy #MayDay
Let's unite to get the #ToriesOut &amp; win @JeremyCorbyn4PM for a New Deal for Working People
#VoteLabour htt…,NULL,NULL
310,0,339,150,False,4005,1525180379678,RT @mcall: Democratic candidates for "spare tire" job make their pitch
https://t.co/2KOtW6q6fh,NULL,NULL
311,0,152,63,False,30828,1525180381037,Local elections 2018: Cable on Liberal Democrat campaign https://t.co/gfUaDebGh9 https://t.co/PCHpDzYWsH,NULL,NULL
312,-0.1779,653,7826,False,42787,1525180382214,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
313,0.0772,1146,4377,False,7642,1525180382485,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
314,0,152,63,False,30829,1525180382762,Local elections 2018: Batten on UKIP campaign https://t.co/MNeaKUwN68 https://t.co/9X0uQKX7mP,NULL,NULL
315,0.3612,752,41,False,356888,1525180385339,https://t.co/Q4CRFHSgGi https://t.co/ywh5j97YuJ Local elections 2018: Cable on Liberal Democrat campaign https://t.co/RKimiyT9z4 like us https://t.co/jd3XXMeEbs,NULL,NULL
316,0.3612,752,41,False,356889,1525180386706,https://t.co/Q4CRFHSgGi https://t.co/ywh5j97YuJ Local elections 2018: Batten on UKIP campaign https://t.co/GyNMeE4vdg like us https://t.co/Y3aAn4FlIS,NULL,NULL
317,0.4559,747,743,False,1409,1525180390914,Make sure you go out and vote today! Local elections matter just as much as our federal elections! Find your local polling place here https://t.co/clynD1cDBx #GOTV #Tennessee https://t.co/mkENs6gPdR,NULL,NULL
318,0.6486,525,6288,False,3821,1525180393341,Millions of people across the country are getting ready to send the Tories a powerful message in the local elections on Thursday.
This is why. #VoteLabour
 
Find your polling station now: https://t.co/i6q6sqhUu6 https://t.co/zOHt7wKrkT,NULL,NULL
319,0.6597,1304,23076,False,29240,1525180393868,"@JamesMelville @18ClarendonSq In 2014 UKIP managed to take 150 seats off both Labour and Tory Parties in local elections. Because of that vote David Cameron gave us the EU Referendum in 2016. If UKIP can do it, so can Remain. #ABTV send both parties a message - if you don’t back remain, I won’t vote for you.",NULL,NULL
320,-0.2263,879,62869,False,29314,1525180395755,"If any of us know someone who is undecided about their vote on Thursday.............
Talk to them, &amp; show them this.
#VoteLabourMay3rd https://t.co/vmcaxZPKJP",NULL,NULL
321,-0.6908,454,10524,False,24736,1525180395794,"There is a hostile environment for everyone in the UK -Windrush,Grenfell,PIP, bedroom tax, utility rises, Universal Credit, WASPI Women, NHS, GP surgeries closing, council tax rises, prescription charge rise, ATOS, CAPITA,G4S, Rape Clause, ESA + more. 3 days to local elections. https://t.co/VhMMgaTpBs",NULL,NULL
322,-0.1779,1849,196178,False,138054,1525180397485,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
323,-0.5859,1712,71301,False,118148,1525180398111,RT @jessbrammar: NEW: Tory candidate suspended after election leaflet claims Labour brought Hepatitis to the local area. Seriously. https:/…,NULL,NULL
324,0.4559,802,115530,False,87360,1525180400073,Make sure you go out and vote today! Local elections matter just as much as our federal elections! Find your local polling place here https://t.co/clynD1cDBx #GOTV #Tennessee https://t.co/mkENs6gPdR,NULL,NULL
325,0.7951,2220,23192,False,28491,1525180400902,Get ready to #VoteLabour this Thursday:

Step 1: Find your polling station – https://t.co/i6q6sq0j5w
Step 2: Plan your route (polls are open from 7am-10pm)
Step 3: Share this so your friends do the same ? https://t.co/t7WiLwM7oW,NULL,NULL
326,0.2023,245,25104,False,9954,1525180401529,"@1012Fairydust @AngryBulldog @LBC @mrjamesob That's delusional. So at the next election, you expect Labour to carry out what the Tories said they would do because it's the winning side which has to implement the policy of the losing side?",NULL,NULL
327,-0.6908,5610,3806,False,112605,1525180404106,"There is a hostile environment for everyone in the UK -Windrush, Grenfell,PIP, bedroom tax, utility rises, Universal Credit, WASPI Women, NHS, GP surgeries closing, council tax rises, prescription charge rise, ATOS, CAPITA,DWP, Rape Clause, ESA + more 3 days to local elections. https://t.co/QhNKZqCYxS",NULL,NULL
328,0.6597,1321,26020,False,23851,1525180404733,"@Suewilson91 In 2014 UKIP managed to take 150 seats off both Labour and Tory Parties in local elections. Because of that vote David Cameron gave us the EU Referendum in 2016. If UKIP can do it, so can Remain. #ABTV send both parties a message - if you don’t back remain, I won’t vote for you.",NULL,NULL
329,0.3612,26,618,False,1410,1525180407223,"So voting Labour means safer streets, cleaner air and more affordable homes?

In fact:

1: Knife crime soars under his watch
2: Labour encouraged people to buy polluting diesel cars
3: Tories build WAY more affordable homes than Labour 
#Conservatives #labour #LocalElections2018 https://t.co/De1tJ6wO6K",NULL,NULL
330,-0.7888,79,5322,False,5287,1525180408074,“@theresa_may vetoed cabinet pleas over visas for NHS Doctors”

She really is a nasty piece of work. 

I hope with all my being that this Thursday is so disastrous for the @CONservatives that they turn on her and force her to quit. 

#ToriesOUT #VoteLabour,NULL,NULL
331,-0.4404,34,780,False,316,1525180408972,"People are suffering under this heartless, hopeless Tory Government.
Now is the time to send Theresa May and her party a message.
Join the millions of people getting ready to #VoteLabour this Thursday. 

Hear these stories and pass them on ? https://t.co/9zYHQzDTEl",NULL,NULL
332,-0.7556,3177,20390,False,7208,1525180409043,"And instead of dealing with this national  crisis of unemployment  , The big thing now for our leaders is some bloody referendum yet we came from an election just a few weeks ago !
Don't accept this fuckery of Happy Labour Day blah blah blah . Happy for who ? It's a Sombre one !",NULL,NULL
333,0.8718,321,9626,False,24553,1525180409449,The local elections on May-3rd could be the most important in living memory. A good voter turnout for @UKLabour will likely trigger a leadership challenge in the Tory party so toppling May in the process.
A General Election would surely follow-Vote Labour 
#ToriesOutNow #MayDay https://t.co/iXJF0yrrlJ,NULL,NULL
334,-0.7888,1375,26589,False,29394,1525180410738,“@theresa_may vetoed cabinet pleas over visas for NHS Doctors”

She really is a nasty piece of work. 

I hope with all my being that this Thursday is so disastrous for the @CONservatives that they turn on her and force her to quit. 

#ToriesOUT #VoteLabour,NULL,NULL
335,0.128,5787,63600,False,253920,1525180411524,@mayday4women Yes notice you are covered in all the rght wing press which hate Corbyn &amp; Labour

Perhaps you fit that description too?

.@AgainstHunting .@sphenefan .@PeterStefanovi2 .@PamCrossland .@Bonn1eGreer .@JeremyCorbyn4PM .@PeoplesMomentum .@chelleryn99 .@PeoplesMomentum 

#VoteLabour,NULL,NULL
336,-0.1779,307,782,False,19879,1525180411925,I was campaigning in Thurrock this morning ahead of the local elections.

We need to send an unmistakable message to @Theresa_May's weak and divided Government on Thursday.

Find out where you can join us campaigning and make the biggest difference: https://t.co/ttbxg2H0ai https://t.co/GZlZvPufO1,NULL,NULL
337,-0.9032,1611,10018,False,84416,1525180412445,"From the crises in our schools, NHS and housing, to cuts to youth services and the Windrush scandal, the Tories are failing the people of our country.

#VoteLabour on Thursday to send this heartless Government an unmistakable message. https://t.co/TUCvdIcglg",NULL,NULL
338,0.8718,60,102,False,1797,1525180412784,The local elections on May-3rd could be the most important in living memory. A good voter turnout for @UKLabour will likely trigger a leadership challenge in the Tory party so toppling May in the process.
A General Election would surely follow-Vote Labour 
#ToriesOutNow #MayDay https://t.co/iXJF0yrrlJ,NULL,NULL
339,-0.7351,270,474,False,508,1525180413477,"With local elections coming up, we are calling on Tower Hamlets Council to #MakeSpaceForSurvivors - the council has cut funding for refuges by nearly 50% in the last 10 years, and 3 in 4 people fleeing domestic violence are now turned away from refuges https://t.co/CylU9BhgID",NULL,NULL
340,0,281,85,False,95114,1525180414096,Local elections 2018: Cable on Liberal Democrat campaign https://t.co/9cHSBzGpIY https://t.co/Mcbd26ujBV,NULL,NULL
341,0,281,85,False,95115,1525180416230,Local elections 2018: Batten on UKIP campaign https://t.co/ocY7ocrLHs https://t.co/pQL8Z9Gm0P,NULL,NULL
342,-0.5267,492,22569,False,4482,1525180417315,"The Labour party want to stop Brexit.  Keir Starmer, Chuka Umunna along with the other Labour remainers have been given the green light by Jeremy Corbyn to stop Brexit it is now Labour's policy. Myself and other Labour voters should give the local elections a miss has a warning.",NULL,NULL
343,-0.0516,133,16691,False,9092,1525180417488,Labour are trying to overturn the referendum result.
Leave voters were conned by Labour in the general election. 
You know what to do in the local elections.
??Labour https://t.co/evQeP80cU2,NULL,NULL
344,0.8718,2076,37124,False,72267,1525180417817,The local elections on May-3rd could be the most important in living memory. A good voter turnout for @UKLabour will likely trigger a leadership challenge in the Tory party so toppling May in the process.
A General Election would surely follow-Vote Labour 
#ToriesOutNow #MayDay https://t.co/iXJF0yrrlJ,NULL,NULL
345,0.8469,2348,183799,False,149338,1525180418068,@jeremycorbyn @theresa_may MAYDAY!! MAYDAY!!! Save your community this Thursday May 3 and #VoteLabour
If Labour Win Barnet or Wandsworth it’s the end for Theresa May!!! Our communities have been decimated by the Tories ‘Enough is Enough’
#MAYDAY
https://t.co/WTKXoJX47i,NULL,NULL
346,-0.5803,913,11404,False,14625,1525180419963,"@moran_anto @mb8son @truemagic68 Do you struggle to comprehend how democracy works? Maybe in the next election, when lets say a Conservative Candidate gets 60% and a Labour person get 40%, we should cut them in half to represent exactly what was voted?",NULL,NULL
347,-0.2732,502,325,False,8787,1525180420232,Labour unveils new plan to cut 4million people's heating bills by £270 a year https://t.co/ILMJRVD3Kr #votelabour,NULL,NULL
348,0.4767,336,4220,False,3175,1525180420264,RT @LambethCitizens: One of our assembly co-chairs @DCDKeenan making us all proud. @AdvocacyAcademy #LambethPower #LE2018 https://t.co/DiLe…,NULL,NULL
349,0.3802,2258,6930,False,12837,1525180420636,"RT @VAHouseDems: Hey Virginia, do you have local elections today? Make sure to go vote if you do!
 https://t.co/Uah73bWXH0",NULL,NULL
350,0.5386,229,8781,False,14804,1525180421674,On Thursday send #TheresaMay and the Tories a clear and unambiguous message...

OUT!

OUT!

OUT!

#VoteLabour #VoteLabour3rdMay #VoteLabour3rdMay,NULL,NULL
351,0.4019,117,1108,False,655,1525180421825,With your support on the 3rd May I will campaign to stop heavy goods vehicles from traveling down Mottram Moor Rd.  This will help reduce pollution and disruption to Hollingworth residents while easing traffic.  #VoteConservative #longdendale https://t.co/fkyiDCacal,NULL,NULL
352,0.8718,187,2065,False,3803,1525180422441,The local elections on May-3rd could be the most important in living memory. A good voter turnout for @UKLabour will likely trigger a leadership challenge in the Tory party so toppling May in the process.
A General Election would surely follow-Vote Labour 
#ToriesOutNow #MayDay https://t.co/iXJF0yrrlJ,NULL,NULL
353,0.8728,113,1079,False,844,1525180424386,????ATTENTION ALL ARTS LOVERS ?????? #TheArtsProject has a huge reveal coming soon that will shake up arts &amp; culture in #LdnOnt! Join us for a BIG event on Thurs. May 3rd at The Arts Project from 6-9PM. ?? Stay tuned for more details. #May3rd #LdnOnt #tapintocreativity #tapldnont https://t.co/IXl9OJAn9z,NULL,NULL
354,0.1027,2581,18210,False,105759,1525180426296,"This will be the first elections I don't vote in #LE2018 @labour &amp; @LibDems support #bufferzones so can't vote them, Greens don't know (but are anti life at a national level) and @Conservatives didn't answer two email requests for views",NULL,NULL
355,0,547,1900,False,5345,1525180427269,Me too. https://t.co/bpfODIoWkR,NULL,NULL
356,0.6597,497,71149,False,74017,1525180428741,#MayDay #MayDay
Local Elections 3rd May 2018 - every vote is crucial - sometimes there is just literally a few votes in it - which will determine whether you have Tory or Labour Councillors. Use your Vote please. 
I'm proud to Vote Labour. https://t.co/V29klj39Qx,NULL,NULL
357,-0.0516,362,944,False,2194,1525180429386,.Corbyn in Thurrock today which more or less sums up the situation vote Labour at the local elections you get  a Corbyn run council CllrJamesHalden @georgecoxshall @Shane4Stanford @bazj757 and no chance of brexit,NULL,NULL
358,0.4926,1013,599,False,1720,1525180429600,If you are supporting someone with a learning disability or have a learning disability yourself and have any questions about voting just give us a bell! #ldvote #LocalElections2018 https://t.co/AON1Yanb11,NULL,NULL
359,0.8883,7396,196,False,6208,1525180431022,"Motivated, hard-working and hugely ambitious for the local Lambeth community - great to spend time in Streatham with @cllrpeck @ChukaUmunna speaking to residents &amp; businesses on the local election campaign trail. 
#VoteLabour ?? #labourdoorstep https://t.co/MUbpfYkeAC",NULL,NULL
360,0.5859,1771,27732,False,31838,1525180431954,RT @DerbyChrisW: Have you heard about the amazing levitating Tory dog? Read this link for the incredible details. https://t.co/cIZhmtifq7,NULL,NULL
361,0,1762,2848,False,3689,1525180431950,May is #NationalWalkingMonth! We’ve been racking up the steps campaigning for @UKLabour in the local elections. ?????????

https://t.co/4A2e7ka2zW

https://t.co/cHZGocVW1z,NULL,NULL
362,0.6731,556,1146,False,3563,1525180431952,3 days LEFT. https://t.co/osqQg0LcMS rocket launching on 3rd of May. 20000 whitelist registrations already. THIS will be HUGE! Join us at https://t.co/osqQg0LcMS #ico #start #Preico #rocket #launching #May3rd,NULL,NULL
363,0.6892,4095,66470,False,107419,1525180436082,The polls are open! I hope you’ll join Tennesseans across the state and exercise your right to vote! Find your local polling location &gt;&gt;https://t.co/ZWa38UpSiv,NULL,NULL
364,-0.0516,1938,26351,False,108212,1525180438895,Some people are so thick that they actually think Council elections are an indicator of opinion on Brexit.

I have family who voted Leave in the Referendum who are voting Lib Dem as they are reasonable at local level. 

Council elections have nothing to do with the EU referendum. https://t.co/sqD7Am84fr,NULL,NULL
365,0.3802,2628,79,False,37182,1525180440535,"RT @VAHouseDems: Hey Virginia, do you have local elections today? Make sure to go vote if you do!
 https://t.co/Uah73bWXH0",NULL,NULL
366,0.6778,63,16,False,58,1525180444595,"There are local elections in the UK on Thursday. They're not as big and high profile as the national ones, but please do go out, vote - preferably for someone hard working and not awful - and have a say in who runs your council. ?",NULL,NULL
367,0.7579,106,909,False,703,1525180444549,"Happy International Workers’ day everyone. In the UK only @UKLabour will deliver strengthened workers’ and trade union rights, minimum wage of £10 per hr, an end to precarious employment, investment in jobs and industry. #VoteLabour #JC4PM https://t.co/sAejhCu9vZ",NULL,NULL
368,0,433213,709,True,74341,1525180447598,Local elections 2018: Batten on UKIP campaign https://t.co/gqZjap93hv,NULL,NULL
369,-0.7332,67,3491,False,849,1525180449645,@bainjal @nc24x7 How disgusting u are to tag urself as a journalist when u cant even account fo what happened in bengal local administration elections

U r so obssessed with modi that u cant do justice to ur profession,NULL,NULL
370,0.8622,2294,19003,False,67665,1525180449788,"I wonder how long #SajidJavid will actually be #HomeSecretary, I'm inclined to think that #TheresaMay wanted to make #JamesBrokenshire #HomeSecretary, but thought appointing Sajid Javid would look much better for #LocalElections2018, a #reshuffle in Summer is strong possibility!",NULL,NULL
371,0.7944,1007,9063,False,4318,1525180450400,Don't forget to vote in the local elections on Thursday - it is important you have a say in who will represent you and your local area. If you live in the new Moseley Ward we would be chuffed if you consider voting for us. We promise to be a strong team for Moseley. #BrumVotes18 https://t.co/gFMt9Kc8oK,NULL,NULL
372,0.3182,627,6851,False,18870,1525180451239,RT @FelicianoLives: please vote in your local elections on Thursday.,NULL,NULL
373,-0.7974,1842,86619,False,234374,1525180452420,Yes @CONservatives the 'Politics of FEAR' to to cause hatred &amp; control UK for benefit of 1% =#BenefitsStreet/#Refugees/#NHSTourists as a reason to destroy the Services that we all need!  Time People woke uo to their BrainWashing &amp; feigned 'WARS' for Profit! #VoteLabourMay3 #JC4PM https://t.co/jqYTf2fYy1,NULL,NULL
374,0.3182,1375,26590,False,29395,1525180454633,"The #Birmingham #Tories just don’t get it. Parents, grandparents have had enough and Heads like the wonderful Michelle Gay from the @OsbornePriSch in #Erdington are speaking out @NAHTnews School cuts to be a key battleground in Birmingham’s local elections https://t.co/OcyDhmvA75",NULL,NULL
375,0.4019,2260,4873,False,34793,1525180454979,#Poll Which party you would vote in the next general election? Tory Conservative Labour Libdems SNP Cable Theresa May Jeremy Corbyn Sajid Javid Home secretary  #MondayMotivation #NationalGardeningWeek #bbcdp
#AmberRuddResigns #MondayMorning Brokenshire Diane Abbott,NULL,NULL
376,0.7579,3157,3905,False,219426,1525180455632,"Happy International Workers’ day everyone. In the UK only @UKLabour will deliver strengthened workers’ and trade union rights, minimum wage of £10 per hr, an end to precarious employment, investment in jobs and industry. #VoteLabour #JC4PM https://t.co/sAejhCu9vZ",NULL,NULL
377,0,202,517,False,330,1525180458030,RT @ConversationUK: 5 reasons why this lecturer is paying close attention to Thursday's local elections https://t.co/C1CZC5iBqs,NULL,NULL
378,-0.4404,46,115,False,287,1525180457959,"People are suffering under this heartless, hopeless Tory Government.
Now is the time to send Theresa May and her party a message.
Join the millions of people getting ready to #VoteLabour this Thursday. 

Hear these stories and pass them on ? https://t.co/9zYHQzDTEl",NULL,NULL
379,0,20,2,False,6064,1525180458248,Local elections 2018: Batten on UKIP campaign - https://t.co/Kbb9FNt1rl
#LatestNews #worldnews #generalnews #news #getworldnewsnow,NULL,NULL
380,0.5574,2594,10446,False,33519,1525180458414,Retweet this if you are going to be voting #ABTV #antibrexittacticalvoting in your local elections. 
Let's show the doubters that we can impact the brexiter party opinions with some solidarity.  
#brexit #remain #peoplesvote #FBPE 
May 3rd is our last chance to be heard.,NULL,NULL
381,-0.4767,1842,86619,False,234375,1525180459005,RT @MirrorPolitics: Tory candidate suspended after leaflet claimed Labour had 'delivered hepatitis'

https://t.co/c6XdkUV5JB https://t.co/E…,NULL,NULL
382,-0.8879,5656,5575,False,552,1525180460755,"@jeremycorbyn A lot of parasites make a lot of money off the backs of poor and vulnerable people, the only way this scam can be stopped, is under a real Labour government with Corbyn as PM. #ToriesOut #VoteLabour # JC4PM",NULL,NULL
383,0.4559,2375,67698,False,20483,1525180461366,Make sure you go out and vote today! Local elections matter just as much as our federal elections! Find your local polling place here https://t.co/clynD1cDBx #GOTV #Tennessee https://t.co/mkENs6gPdR,NULL,NULL
384,0.6892,1169,16368,False,3799,1525180463380,The polls are open! I hope you’ll join Tennesseans across the state and exercise your right to vote! Find your local polling location &gt;&gt;https://t.co/ZWa38UpSiv,NULL,NULL
385,0.1887,980,307,False,31253,1525180465078,"@bonifacemwangi Atwoli  is the most proud/useless/dictatorial leader in our generation no ELECTION at COTU  and he converts LABOUR DAY to look like his BIRTHDAY, I can't miss to report to work to listen to NON-SENSE.",NULL,NULL
386,-0.1506,1421,3984,False,5052,1525180473453,"If I am not mistaken, committee deadline passed last week without major headway being made on local election dispute. UFDG back on the streets on 03 May with Ville Morte planned in Conakry, alongside a planned gathering in Dixxin district https://t.co/LqdbQyl8n0",NULL,NULL
387,-0.1759,339,13020,False,7535,1525180474597,Your Plaistow &amp; Sundridge candidates continuing their hard work right up until polling day! #VoteLabour #LabourDoorstep https://t.co/SgVWMXOfIF,NULL,NULL
388,-0.8481,133,16693,False,9093,1525180475074,#Labour going downhill fast. A disgraced former #Labour councillor who was kicked out for voter fraud is shamelessly re-standing in this year’s local elections. Why would you vote for this?  https://t.co/UkakzpKN4m,NULL,NULL
389,0.4019,259,2488,False,1055,1525180476226,On Thursday 3/5/18 #LE2018 #Vote one #Remain party or Independent only.
-- #StopBrexit #FBPE #WATON #ABTV #The3MillionVote #PeoplesVote #LocalElections2018 #EU #FinalSay #MayMustGo #BrexitShambles #Democracy #StopBrexitSaveBritain #Remainers #FinalSay #1stMay #stopbrexit2018 https://t.co/PPO96LFk1B,NULL,NULL
390,0,342,31950,False,19915,1525180478886,Last month I predicted the next election would see the Tories run a 1992 style campaign against Labour. The Javid move could be the first step in that process. Read the story of 1992: https://t.co/kCWsWlT982 https://t.co/mCOFjNxhkE,NULL,NULL
391,0,14442,25103,False,102674,1525180479222,Only three days until local elections. #VoteLibDem on May 3rd for candidates who understand your community #localelections https://t.co/G6urLiOxEB,NULL,NULL
392,-0.3327,3568,178448,False,396629,1525180483168,This week's local elections in England will be the last time that 3 million EU citizens can vote in the UK. Labour &amp; LibDems will lose vote share from 2019 onwards. This may explain why Labour &amp; LibDem Lords are trying so hard to scupper Brexit.,NULL,NULL
393,-0.2023,1185,19355,False,16590,1525180488613,Does @theresa_may really think decent people of this country will suddenly forget the #WindrushScandal &amp; be taken in by Sajid Javid’s pathetic begging for votes.

May decency win. 

#Windrush
#LocalElections 
#LocalElections2018
https://t.co/89BydNBXNC,NULL,NULL
394,0.7019,556,1146,False,3564,1525180489230,2 days LEFT! https://t.co/osqQg0LcMS  rocket launching on 3rd of May. 20000 whitelist registrations already. THIS will be HUGE! Join us at https://t.co/osqQg0LcMS  #ico #start #Preico #rocket #launching #May3rd,NULL,NULL
395,0.7081,293,9399,False,6092,1525180489240,@karenmeehan44 And save our #NHS from these #ToxicTories while you're all at it! Well said Karen! ??. #Forthemany #MayMustGo #VoteLabour #Windrush,NULL,NULL
396,0.5719,332,4684,False,4589,1525180489428,This woman would have been our Home Secretary had Labour won last year’s election. Just think about that. https://t.co/kpjmFzzQhd,NULL,NULL
397,-0.2023,1254,661,False,6877,1525180491210,Remember the school teachers feeding hungry malnourished kids 
Remember those people who died on hospital trolleys in corridors 
Remember the #Windrush generation 
Remember the homeless stripped of their sleeping bags 

Then vote wisely.    

#LocalElections #LocalElections2018,NULL,NULL
398,0.2247,154,12780,False,7302,1525180492240,"Labour blocked #PeoplesVote today in the House of Lords. This Thursday, local elections, let's tell Labour very clearly what we think about that. I'll vote Green.

#ABTV https://t.co/6qHTeNg5gs",NULL,NULL
399,-0.5859,420,24492,False,42059,1525180492861,RT @jessbrammar: NEW: Tory candidate suspended after election leaflet claims Labour brought Hepatitis to the local area. Seriously. https:/…,NULL,NULL
400,0,212,0,False,578884,1525180494843,"Local elections 2018: Batten on UKIP campaign | UKIP has spent the last two years ""shooting ourselves in the foot"" and some voters thought its job was already done, says... | https://t.co/m0SdxaSMt5",NULL,NULL
